inc_id,off_id,off_gender2,off_race2,off_age,off_yos,off_cohort,inc_off_count,off_uof_count,inc_coh_homophily_ratio,off_race,off_gender
UF19-0494,3168,Male,Hispanic,31,1,122nd,5,13,0,4,0
UF19-0496,3053,Male,Hispanic,34,3,119th,2,8,0,4,0
UF19-0496,3225,Male,Hispanic,27,1,122nd,2,6,0,4,0
UF19-0499,2537,Male,White,39,13,107th,3,5,0,5,0
UF19-0499,2967,Male,Hispanic,30,5,117th,3,10,0,4,0
UF19-0499,3288,Male,Hispanic,26,0,123rd,3,3,0,4,0
UF19-0500,3125,Male,Hispanic,29,2,121st,2,5,0,4,0
UF19-0500,1600,Male,Hispanic,50,25,87th,2,11,0,4,0
UF19-0501,2644,Male,Hispanic,43,12,109th,3,9,.66666669,4,0
UF19-0501,3151,Male,Hispanic,31,2,121st,3,9,.66666669,4,0
UF19-0501,3164,Male,Hispanic,28,2,121st,3,13,.66666669,4,0
UF19-0510,2773,Male,Hispanic,33,11,111th,3,6,0,4,0
UF19-0510,2840,Male,White,30,8,113th,3,3,0,5,0
UF19-0510,3126,Male,Hispanic,25,2,121st,3,26,0,4,0
UF19-0511,3082,Male,Hispanic,31,3,119th,2,10,0,4,0
UF19-0511,3131,Female,Hispanic,31,2,121st,2,5,0,4,1
UF19-0512,2616,Male,Hispanic,37,12,109th,2,7,0,4,0
UF19-0512,3094,Male,Hispanic,25,2,120th,2,16,0,4,0
UF19-0513,2995,Male,Hispanic,26,4,118th,4,7,.5,4,0
UF19-0513,3193,Male,Hispanic,41,1,122nd,4,5,.5,4,0
UF19-0513,3240,Female,Hispanic,23,1,122nd,4,4,.5,4,1
UF19-0513,2087,Male,Hispanic,43,19,98th,4,3,.5,4,0
UF19-0514,2935,Male,Hispanic,33,5,116th,2,3,0,4,0
UF19-0514,2974,Male,Hispanic,33,5,117th,2,9,0,4,0
UF19-0515,2935,Male,Hispanic,33,5,116th,6,3,.33333334,4,0
UF19-0515,2974,Male,Hispanic,33,5,117th,6,9,.33333334,4,0
UF19-0515,2995,Male,Hispanic,26,4,118th,6,7,.33333334,4,0
UF19-0515,3034,Male,Hispanic,31,4,118th,6,4,.33333334,4,0
UF19-0515,3073,Male,Hispanic,33,3,119th,6,4,.33333334,4,0
UF19-0515,3114,Male,Hispanic,26,2,120th,6,6,.33333334,4,0
UF19-0518,3099,Male,Hispanic,32,2,120th,2,6,0,4,0
UF19-0518,3221,Male,Hispanic,26,1,122nd,2,6,0,4,0
UF19-0519,2916,Male,Hispanic,34,6,115th,2,1,0,4,0
UF19-0519,3112,Female,Hispanic,29,2,120th,2,3,0,4,1
UF19-0520,2537,Male,White,39,13,107th,2,5,0,5,0
UF19-0520,3198,Male,Hispanic,28,1,122nd,2,6,0,4,0
UF19-0521,1803,Male,Hispanic,46,23,91st,2,5,0,4,0
UF19-0521,2047,Female,Hispanic,50,20,97th,2,8,0,4,1
UF19-0522,2939,Male,White,36,5,116th,5,1,0,5,0
UF19-0522,3104,Male,White,25,2,120th,5,8,0,5,0
UF19-0522,3124,Male,Hispanic,26,2,121st,5,13,0,4,0
UF19-0522,3184,Male,White,26,1,122nd,5,2,0,5,0
UF19-0522,1840,Male,White,47,22,93rd,5,5,0,5,0
UF19-0523,2776,Male,White,42,10,111th,2,2,0,5,0
UF19-0523,2932,Male,White,28,5,116th,2,7,0,5,0
UF19-0524,2569,Male,Hispanic,42,12,108th,2,9,0,4,0
UF19-0524,1916,Male,Hispanic,43,21,95th,2,1,0,4,0
UF19-0526,2617,Male,Hispanic,38,12,109th,5,5,0,4,0
UF19-0526,2942,Male,Hispanic,34,5,116th,5,5,0,4,0
UF19-0526,2977,Male,Hispanic,34,5,117th,5,7,0,4,0
UF19-0526,3113,Female,Hispanic,32,2,120th,5,3,0,4,1
UF19-0526,3138,Male,Hispanic,30,2,121st,5,5,0,4,0
UF19-0528,2660,Male,White,34,12,109th,3,3,0,5,0
UF19-0528,2773,Male,Hispanic,33,11,111th,3,6,0,4,0
UF19-0528,2142,Male,Hispanic,46,19,98th,3,2,0,4,0
UF19-0529,2840,Male,White,30,8,113th,2,3,0,5,0
UF19-0529,3021,Male,Hispanic,33,4,118th,2,6,0,4,0
UF19-0530,3104,Male,White,25,2,120th,2,8,0,5,0
