date,year,inc_id,off_id,off_gender,off_race,off_age,off_yos,off_cohort,off_uof_count,inc_off_count
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,2
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,2
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,3
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,2
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,2
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,3
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,8
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,2
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,2
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,8
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,2
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,2
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,8
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,2
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,3
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,2
07/27/2017,2017,UF17-485,3044,Male,Hispanic,24,1,119th,6,2
07/23/2017,2017,UF17-474,3045,Male,Black,23,1,119th,2,4
07/23/2017,2017,UF17-474,3045,Male,Black,23,1,119th,2,4
07/23/2017,2017,UF17-474,3045,Male,Black,23,1,119th,2,4
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,2
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,8
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,8
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,2
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,2
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,2
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,2
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,3
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,2
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,2
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,2
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,2
11/24/2017,2017,UF17-765,3047,Male,Hispanic,25,1,119th,6,8
04/20/2017,2017,UF17-211,3048,Female,Hispanic,32,1,119th,3,3
04/20/2017,2017,UF17-211,3048,Female,Hispanic,32,1,119th,3,3
04/20/2017,2017,UF17-211,3048,Female,Hispanic,32,1,119th,3,2
04/20/2017,2017,UF17-211,3048,Female,Hispanic,32,1,119th,3,3
02/04/2017,2017,UF17-084,3049,Male,Hispanic,27,1,119th,4,2
02/04/2017,2017,UF17-084,3049,Male,Hispanic,27,1,119th,4,2
02/04/2017,2017,UF17-084,3049,Male,Hispanic,27,1,119th,4,2
02/04/2017,2017,UF17-084,3049,Male,Hispanic,27,1,119th,4,5
02/04/2017,2017,UF17-084,3049,Male,Hispanic,27,1,119th,4,2
02/04/2017,2017,UF17-084,3049,Male,Hispanic,27,1,119th,4,3
02/04/2017,2017,UF17-084,3049,Male,Hispanic,27,1,119th,4,5
02/04/2017,2017,UF17-084,3049,Male,Hispanic,27,1,119th,4,2
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,6
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,4
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,3
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,6
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,6
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,6
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,4
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,2
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,6
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,3
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,4
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,2
02/02/2017,2017,UF17-095,3051,Male,Hispanic,23,1,119th,4,4
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,3
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,2
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,2
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,6
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,5
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,3
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,2
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,2
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,2
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,2
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,2
07/01/2017,2017,UF17-373,3053,Male,Hispanic,32,1,119th,6,2
10/14/2017,2017,UF17-745,3054,Male,White,45,1,119th,4,4
10/14/2017,2017,UF17-745,3054,Male,White,45,1,119th,4,1
10/14/2017,2017,UF17-745,3054,Male,White,45,1,119th,4,1
10/14/2017,2017,UF17-745,3054,Male,White,45,1,119th,4,4
10/14/2017,2017,UF17-745,3054,Male,White,45,1,119th,4,4
10/14/2017,2017,UF17-745,3054,Male,White,45,1,119th,4,2
10/14/2017,2017,UF17-745,3054,Male,White,45,1,119th,4,2
02/12/2017,2017,UF17-149,3056,Male,Hispanic,25,1,119th,7,3
02/12/2017,2017,UF17-149,3056,Male,Hispanic,25,1,119th,7,5
02/12/2017,2017,UF17-149,3056,Male,Hispanic,25,1,119th,7,1
02/12/2017,2017,UF17-149,3056,Male,Hispanic,25,1,119th,7,5
02/12/2017,2017,UF17-149,3056,Male,Hispanic,25,1,119th,7,5
02/12/2017,2017,UF17-149,3056,Male,Hispanic,25,1,119th,7,1
02/12/2017,2017,UF17-149,3056,Male,Hispanic,25,1,119th,7,5
02/12/2017,2017,UF17-149,3056,Male,Hispanic,25,1,119th,7,4
02/12/2017,2017,UF17-149,3056,Male,Hispanic,25,1,119th,7,2
02/12/2017,2017,UF17-149,3056,Male,Hispanic,25,1,119th,7,3
02/12/2017,2017,UF17-149,3056,Male,Hispanic,25,1,119th,7,3
08/07/2017,2017,UF17-494,3057,Male,Hispanic,40,1,119th,4,8
08/07/2017,2017,UF17-494,3057,Male,Hispanic,40,1,119th,4,3
08/07/2017,2017,UF17-494,3057,Male,Hispanic,40,1,119th,4,3
08/07/2017,2017,UF17-494,3057,Male,Hispanic,40,1,119th,4,3
08/07/2017,2017,UF17-494,3057,Male,Hispanic,40,1,119th,4,3
08/07/2017,2017,UF17-494,3057,Male,Hispanic,40,1,119th,4,6
08/07/2017,2017,UF17-494,3057,Male,Hispanic,40,1,119th,4,8
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,6
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,6
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,2
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,1
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,1
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,6
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,3
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,6
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,6
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,1
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,3
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,4
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,3
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,1
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,1
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,3
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,3
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,3
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,4
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,4
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,6
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,3
01/19/2017,2017,UF17-038,3058,Male,Black,27,0,119th,7,4
03/20/2017,2017,UF17-137,3059,Male,Hispanic,39,1,119th,5,3
03/20/2017,2017,UF17-137,3059,Male,Hispanic,39,1,119th,5,3
03/20/2017,2017,UF17-137,3059,Male,Hispanic,39,1,119th,5,3
03/20/2017,2017,UF17-137,3059,Male,Hispanic,39,1,119th,5,3
03/20/2017,2017,UF17-137,3059,Male,Hispanic,39,1,119th,5,3
03/20/2017,2017,UF17-137,3059,Male,Hispanic,39,1,119th,5,1
03/20/2017,2017,UF17-137,3059,Male,Hispanic,39,1,119th,5,3
03/20/2017,2017,UF17-137,3059,Male,Hispanic,39,1,119th,5,3
03/20/2017,2017,UF17-137,3059,Male,Hispanic,39,1,119th,5,3
03/20/2017,2017,UF17-137,3059,Male,Hispanic,39,1,119th,5,1
03/20/2017,2017,UF17-137,3059,Male,Hispanic,39,1,119th,5,2
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,3
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,2
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,2
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,3
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,6
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,4
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,1
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,3
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,3
07/14/2017,2017,UF17-465,3061,Female,Hispanic,23,1,119th,6,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,4
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,3
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,2
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
08/30/2017,2017,UF17-535,3062,Female,Hispanic,25,1,119th,10,6
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,3
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,3
11/25/2017,2017,UF17-707,3063,Male,Hispanic,30,1,119th,6,2
02/02/2017,2017,UF17-095,3064,Male,White,30,1,119th,2,6
02/02/2017,2017,UF17-095,3064,Male,White,30,1,119th,2,3
02/02/2017,2017,UF17-095,3064,Male,White,30,1,119th,2,6
02/02/2017,2017,UF17-095,3064,Male,White,30,1,119th,2,6
02/02/2017,2017,UF17-095,3064,Male,White,30,1,119th,2,6
02/02/2017,2017,UF17-095,3064,Male,White,30,1,119th,2,6
03/08/2017,2017,UF17-220,3066,Female,Hispanic,33,1,119th,3,3
03/08/2017,2017,UF17-220,3066,Female,Hispanic,33,1,119th,3,3
03/08/2017,2017,UF17-220,3066,Female,Hispanic,33,1,119th,3,3
03/08/2017,2017,UF17-220,3066,Female,Hispanic,33,1,119th,3,3
06/05/2017,2017,UF17-360,3068,Male,Hispanic,37,1,119th,6,2
06/05/2017,2017,UF17-360,3068,Male,Hispanic,37,1,119th,6,2
06/05/2017,2017,UF17-360,3068,Male,Hispanic,37,1,119th,6,2
06/05/2017,2017,UF17-360,3068,Male,Hispanic,37,1,119th,6,2
06/05/2017,2017,UF17-360,3068,Male,Hispanic,37,1,119th,6,3
06/05/2017,2017,UF17-360,3068,Male,Hispanic,37,1,119th,6,2
07/21/2017,2017,UF17-345,3070,Male,Hispanic,26,1,119th,1,7
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,2
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,2
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,2
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,8
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,2
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,4
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,4
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,4
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,4
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,4
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,2
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,2
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,2
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,2
09/02/2017,2017,UF17-750,3071,Male,Hispanic,31,2,119th,9,3
02/02/2017,2017,UF17-095,3073,Male,Hispanic,30,1,119th,1,6
02/02/2017,2017,UF17-095,3073,Male,Hispanic,30,1,119th,1,6
02/02/2017,2017,UF17-095,3073,Male,Hispanic,30,1,119th,1,6
02/02/2017,2017,UF17-095,3073,Male,Hispanic,30,1,119th,1,6
02/02/2017,2017,UF17-095,3073,Male,Hispanic,30,1,119th,1,6
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,3
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,3
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,4
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,4
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,3
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,3
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,4
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,3
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,3
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,4
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,3
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,4
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,3
05/12/2017,2017,UF17-317,3074,Male,Hispanic,22,1,119th,3,4
09/17/2017,2017,UF17-736,3076,Male,Hispanic,28,1,119th,2,4
09/17/2017,2017,UF17-736,3076,Male,Hispanic,28,1,119th,2,3
09/17/2017,2017,UF17-736,3076,Male,Hispanic,28,1,119th,2,4
04/15/2017,2017,UF17-173,3077,Male,Hispanic,25,1,119th,2,7
04/15/2017,2017,UF17-173,3077,Male,Hispanic,25,1,119th,2,7
04/15/2017,2017,UF17-173,3077,Male,Hispanic,25,1,119th,2,7
04/15/2017,2017,UF17-173,3077,Male,Hispanic,25,1,119th,2,2
07/21/2017,2017,UF17-606,3078,Male,Hispanic,23,1,119th,4,2
07/21/2017,2017,UF17-606,3078,Male,Hispanic,23,1,119th,4,1
07/21/2017,2017,UF17-606,3078,Male,Hispanic,23,1,119th,4,2
07/21/2017,2017,UF17-606,3078,Male,Hispanic,23,1,119th,4,5
07/21/2017,2017,UF17-606,3078,Male,Hispanic,23,1,119th,4,5
07/21/2017,2017,UF17-606,3078,Male,Hispanic,23,1,119th,4,1
07/21/2017,2017,UF17-606,3078,Male,Hispanic,23,1,119th,4,5
